ID,site number,site location,cluster name,site acronym,date,month,depth (m),T (C),DO (mg/l),pH,"Secchi Disk, m",samples collected,sample type,comments
25,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,8/16/1999,8/1/1999,45,16,0.12,,,,,
26,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,8/16/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
27,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,8/17/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
28,R9A,Saguaro Lake near inlet,salt,saguaro-0m,8/17/1999,8/1/1999,0,30,7.58,,,,,
29,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,8/17/1999,8/1/1999,5,27.4,4.4,,,"NUT, DOCM, MIB/GEO, PHYT",,
30,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,8/17/1999,8/1/1999,10,24.5,0.6,,,"NUT, DOCM, MIB/GEO, PHYT",,
31,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,8/17/1999,8/1/1999,15,23.9,0.7,,,,,
32,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,8/17/1999,8/1/1999,20,23.7,1.2,,,,,
33,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,8/17/1999,8/1/1999,25,23.6,1.5,,,,,
34,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,8/17/1999,8/1/1999,30,23.6,1.7,,,"NUT, DOCM, MIB/GEO, PHYT",,
35,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,8/17/1999,8/1/1999,35,23.6,1.6,,,,,
36,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,8/17/1999,8/1/1999,40,23.6,1.7,,,"NUT, DOCM, MIB/GEO, PHYT",,
37,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,8/17/1999,8/1/1999,45,23.6,1.4,,,,,
38,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/17/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
39,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/17/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
40,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/17/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
41,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/17/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
42,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/18/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
43,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/18/1999,8/1/1999,,,,,,"DOCM, MIB/GEO",,
44,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/17/1999,8/1/1999,0,30,,,,"NUT, DOCM, MIB/GEO, PHYT",,
45,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/17/1999,8/1/1999,,,,,,"DOCM, MIB/GEO",,
46,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/18/1999,8/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
47,R19,Val Vista WTP treated water,srp,val vista-treated,8/18/1999,8/1/1999,,,,,,"DOCM, MIB/GEO",,
48,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,8/25/1999,8/1/1999,,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
49,R1,CAP canal above Waddell Canal,cap,cap-siphon,9/16/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
50,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,9/16/1999,9/1/1999,0,26.6,9.8,,,,,
51,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,9/16/1999,9/1/1999,5,26.5,10.5,,,"NUT, DOCM, MIB/GEO, PHYT",,
52,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,9/16/1999,9/1/1999,10,26.5,9.36,,,,,
53,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,9/16/1999,9/1/1999,15,26.5,9.15,,,"NUT, DOCM, MIB/GEO, PHYT",,
54,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,9/16/1999,9/1/1999,20,19.4,5.6,,,,,
55,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,9/16/1999,9/1/1999,25,17.4,5.45,,,,,
56,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,9/16/1999,9/1/1999,30,16.6,5.15,,,"NUT, DOCM, MIB/GEO, PHYT",,
57,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,9/16/1999,9/1/1999,35,15.4,3.45,,,,,
58,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,9/16/1999,9/1/1999,40,15.4,2.8,,,"NUT, DOCM, MIB/GEO, PHYT",,
59,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,9/16/1999,9/1/1999,45,15.4,2.63,,,,,
60,R3,Waddell Canal,cap,waddell canal,9/16/1999,9/1/1999,0,18,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
61,R4,Cap Canal at 7th St.,cap,cap @ 7th st,9/16/1999,9/1/1999,0,17,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
62,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/14/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
63,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,9/14/1999,9/1/1999,0,27.5,6.51,,,,,
64,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,9/14/1999,9/1/1999,5,27.1,5.58,,,"NUT, DOCM, MIB/GEO, PHYT",,
65,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,9/14/1999,9/1/1999,10,26.8,5.24,,,,,
66,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,9/14/1999,9/1/1999,15,26.5,3.3,,,"NUT, DOCM, MIB/GEO, PHYT",,
67,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,9/14/1999,9/1/1999,20,22,0.04,,,,,
68,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,9/14/1999,9/1/1999,25,19.5,0.1,,,,,
69,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,9/14/1999,9/1/1999,30,17.9,0.12,,,"NUT, DOCM, MIB/GEO, PHYT",,
70,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,9/14/1999,9/1/1999,35,17,0.08,,,,,
71,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,9/14/1999,9/1/1999,40,17.4,0.14,,,"NUT, DOCM, MIB/GEO, PHYT",,
72,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,9/14/1999,9/1/1999,45,17.5,0.14,,,,,
73,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/14/1999,9/1/1999,0,27.1,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
74,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/15/1999,9/1/1999,0,24.7,,,,,,
75,R9A,Saguaro Lake near inlet,salt,saguaro-0m,9/15/1999,9/1/1999,0,27.5,7.89,,,"NUT, DOCM, MIB/GEO, PHYT",,
76,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,9/15/1999,9/1/1999,5,26.9,7.22,,,"NUT, DOCM, MIB/GEO, PHYT",,
77,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,9/15/1999,9/1/1999,10,25.2,0.34,,,,,
78,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,9/15/1999,9/1/1999,15,24.6,0.32,,,,,
79,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,9/15/1999,9/1/1999,20,24.2,1.86,,,,,
80,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,9/15/1999,9/1/1999,25,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
81,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,9/15/1999,9/1/1999,30,23.7,2.37,,,,,
82,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,9/15/1999,9/1/1999,35,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
83,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,9/15/1999,9/1/1999,40,23.5,0.44,,,,,
84,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,9/15/1999,9/1/1999,45,,,,,,,
85,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/15/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
86,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/15/1999,9/1/1999,0,26.6,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
87,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/15/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
88,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/15/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
89,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/16/1999,9/1/1999,0,27,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
90,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/16/1999,9/1/1999,,28,,,,"DOCM, MIB/GEO",,
91,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/16/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
92,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/16/1999,9/1/1999,,28,,,,"DOCM, MIB/GEO",,
93,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/15/1999,9/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
94,R19,Val Vista WTP treated water,srp,val vista-treated,9/15/1999,9/1/1999,,,,,,"DOCM, MIB/GEO",,
95,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,9/29/1999,9/1/1999,,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
96,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/12/1999,10/1/1999,0,24.1,7.9,8.34,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
97,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,10/12/1999,10/1/1999,0,23.8,8.59,,,,,no odor in epilimnion
98,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,10/12/1999,10/1/1999,5,23.6,9.73,,,"NUT, DOCM, MIB/GEO, PHYT",,modest algae bloom
99,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,10/12/1999,10/1/1999,10,23.5,8.29,,,"NUT, DOCM, MIB/GEO, PHYT",,
100,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,10/12/1999,10/1/1999,15,23.5,7.4,,,"NUT, DOCM, MIB/GEO, PHYT",,
101,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,10/12/1999,10/1/1999,20,23.4,7.1,,,,,
102,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,10/12/1999,10/1/1999,25,18.3,5.18,,,,,very turbid at 25 m
103,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,10/12/1999,10/1/1999,30,17.9,3.56,,,"NUT, DOCM, MIB/GEO, PHYT",,
104,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,10/12/1999,10/1/1999,35,18.2,2.77,,,"NUT, DOCM, MIB/GEO, PHYT",,somewhat turbid at 35 m
105,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,10/12/1999,10/1/1999,40,18.3,2.3,,,"NUT, DOCM, MIB/GEO, PHYT",,musty smell in milk jug
106,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,10/12/1999,10/1/1999,45,18.2,2.1,,,,,
107,R3,Waddell Canal,cap,waddell canal,10/12/1999,10/1/1999,0,23.5,8.03,8.38,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,stagnant water in canal
108,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/12/1999,10/1/1999,0,23.6,7.68,8.35,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
109,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/14/1999,10/1/1999,0,21.5,8,8.01,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
110,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,10/14/1999,10/1/1999,0,23,6.99,,,,,
111,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,10/14/1999,10/1/1999,5,23.1,5.95,8.52,,"NUT, DOCM, MIB/GEO, PHYT",,"composite sample at 5,10,15m"
112,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,10/14/1999,10/1/1999,10,23.1,5.57,8.52,,"NUT, DOCM, MIB/GEO, PHYT",,slight fishy odor
113,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,10/14/1999,10/1/1999,15,23,5.54,8.52,,"NUT, DOCM, MIB/GEO, PHYT",,
114,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,10/14/1999,10/1/1999,20,23,5.49,,,,,
115,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,10/14/1999,10/1/1999,25,22.9,4.54,8.45,,"NUT, DOCM, MIB/GEO, PHYT",,"composite sample at 25,30,35m"
116,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,10/14/1999,10/1/1999,30,22.8,3.43,8.45,,"NUT, DOCM, MIB/GEO, PHYT",,musty odor in milk jug
117,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,10/14/1999,10/1/1999,35,21.3,0.68,8.45,,"NUT, DOCM, MIB/GEO, PHYT",,sample at 40m - muddy
118,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,10/14/1999,10/1/1999,40,21.4,0.59,,,,,
119,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,10/14/1999,10/1/1999,45,21.4,0.61,,,,,
120,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/14/1999,10/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
121,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/14/1999,10/1/1999,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
122,R9A,Saguaro Lake near inlet,salt,saguaro-0m,10/14/1999,10/1/1999,0,25.4,6.79,,,,,
736,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,11/14/2000,11/1/2000,15,17.1,5.66,8.05,,"NUT, DOCM, MIB/GEO, PHYT",,
737,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,11/14/2000,11/1/2000,20,17.1,5.8,8.06,,,,
738,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,11/14/2000,11/1/2000,25,17.1,5.47,7.91,,,,
739,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,11/14/2000,11/1/2000,30,17.1,5.13,7.78,,"NUT, DOCM, MIB/GEO, PHYT",,
740,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,11/14/2000,11/1/2000,35,17.1,5.2,,,,,
741,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,11/14/2000,11/1/2000,40,17.1,4.45,,,"NUT, DOCM, MIB/GEO, PHYT",,
742,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,11/14/2000,11/1/2000,45,,,,,,,
743,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/14/2000,11/1/2000,0,16.6,,8.58,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
744,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/15/2000,11/1/2000,0,18.2,6.16,7.77,,"NUT, DOCM, MIB/GEO, PHYT",,
745,R9A,Saguaro Lake near inlet,salt,saguaro-0m,11/15/2000,11/1/2000,0,18.6,5.77,7.89,1.55,,,
746,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,11/15/2000,11/1/2000,5,18.7,5.05,7.78,,"NUT, DOCM, MIB/GEO, PHYT",,
747,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,11/15/2000,11/1/2000,10,18.7,4.7,7.64,,,,
748,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,11/15/2000,11/1/2000,15,18.7,4.98,7.52,,"NUT, DOCM, MIB/GEO, PHYT",,
749,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,11/15/2000,11/1/2000,20,18.7,4.94,7.41,,,,
750,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,11/15/2000,11/1/2000,25,18.7,4.96,7.3,,,,
751,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,11/15/2000,11/1/2000,30,18.6,4.65,7.05,,"NUT, DOCM, MIB/GEO, PHYT",,
752,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,11/15/2000,11/1/2000,35,18.6,1.38,,,"NUT, DOCM, MIB/GEO, PHYT",,
753,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,11/15/2000,11/1/2000,40,,,,,"NUT, MIB/GEO",,
754,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,11/15/2000,11/1/2000,45,,,,,,,
755,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/15/2000,11/1/2000,0,16.2,8.51,8.15,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
756,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/15/2000,11/1/2000,0,13.6,8.58,8.55,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
757,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/15/2000,11/1/2000,0,14.4,8.54,8.61,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
758,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/15/2000,11/1/2000,0,14.4,8.96,8.65,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
759,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/16/2000,11/1/2000,0,10.73,13.6,8.63,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
760,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/16/2000,11/1/2000,0,14.2,,7.36,,,,
761,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/16/2000,11/1/2000,0,14.1,10.02,8.7,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
762,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/16/2000,11/1/2000,0,,,7.61,,"DOCM, MIB/GEO",,
763,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/16/2000,11/1/2000,0,15.6,9.14,8.42,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
764,R19,Val Vista WTP treated water,srp,val vista-treated,11/16/2000,11/1/2000,0,,,,,"DOCM, MIB/GEO",,
765,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,11/30/2000,11/1/2000,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
766,R21,AZ Canal - Central Ave (N. of Northern),srp,az canal @ central ave.,11/16/2000,11/1/2000,0,,,,,MIB/GEO,,
767,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/16/2000,11/1/2000,0,,12.8,8.49,,MIB/GEO,,
768,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/12/2000,12/1/2000,0,13.1,,8.61,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
769,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,12/12/2000,12/1/2000,0,13.5,9.05,8.2,1.9,,,
770,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,12/12/2000,12/1/2000,5,13.3,7.84,8.02,,,,
771,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,12/12/2000,12/1/2000,10,13.3,7.63,7.87,,"NUT, DOCM, MIB/GEO, PHYT",,
772,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,12/12/2000,12/1/2000,15,13.3,7.49,7.74,,,,
773,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,12/12/2000,12/1/2000,20,13.3,7.08,7.62,,"NUT, DOCM, MIB/GEO, PHYT",,
774,R2-25,Lake Pleasant integrated sample,cap,pleasant-25m,12/12/2000,12/1/2000,25,13.3,4.89,7.36,,,,
775,R2-30,Lake Pleasant integrated sample,cap,pleasant-30m,12/12/2000,12/1/2000,30,13.3,4.94,6.74,,"NUT, DOCM, MIB/GEO, PHYT",,
776,R2-35,Lake Pleasant integrated sample,cap,pleasant-35m,12/12/2000,12/1/2000,35,13.3,4.61,,,,,
777,R2-40,Lake Pleasant integrated sample,cap,pleasant-40m,12/12/2000,12/1/2000,40,13.3,4.34,,,"NUT, DOCM, MIB/GEO, PHYT",,
778,R2-45,Lake Pleasant integrated sample,cap,pleasant-45m,12/12/2000,12/1/2000,45,13.3,4.17,,,,,
779,R3,Waddell Canal,cap,waddell canal,12/12/2000,12/1/2000,0,13,,8.62,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
780,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/14/2000,12/1/2000,0,12.2,9.81,8.59,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
781,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/12/2000,12/1/2000,0,11,,8.29,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
782,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,12/12/2000,12/1/2000,0,13.2,8.14,8.33,0.9,,,
783,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,12/12/2000,12/1/2000,5,13.3,6.62,8.03,,,,
784,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,12/12/2000,12/1/2000,10,13.3,6.76,7.79,,"NUT, DOCM, MIB/GEO, PHYT",,
785,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,12/12/2000,12/1/2000,15,13.3,7.03,7.54,,"NUT, DOCM, MIB/GEO, PHYT",,
786,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,12/12/2000,12/1/2000,20,12.9,6.74,7.21,,,,
787,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,12/12/2000,12/1/2000,25,12.6,6.05,6.89,,,,
788,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,12/12/2000,12/1/2000,30,12.5,4.96,4.6,,"NUT, DOCM, MIB/GEO, PHYT",,
789,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,12/12/2000,12/1/2000,35,12.5,5.27,,,,,
790,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,12/12/2000,12/1/2000,40,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
791,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,12/12/2000,12/1/2000,45,,,,,,,
792,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/12/2000,12/1/2000,0,13,,8.58,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
793,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/13/2000,12/1/2000,0,14.7,7.68,7.58,,"NUT, DOCM, MIB/GEO, PHYT",,
794,R9A,Saguaro Lake near inlet,salt,saguaro-0m,12/13/2000,12/1/2000,0,15.4,6.84,7.7,2.45,,,
795,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,12/13/2000,12/1/2000,5,15.4,6.18,7.6,,"NUT, DOCM, MIB/GEO, PHYT",,
796,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,12/13/2000,12/1/2000,10,15.4,5.68,7.49,,,,
797,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,12/13/2000,12/1/2000,15,15.4,5.67,7.4,,"NUT, DOCM, MIB/GEO, PHYT",,
798,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,12/13/2000,12/1/2000,20,15.4,5.7,7.3,,,,
799,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,12/13/2000,12/1/2000,25,15.4,5.72,7.17,,,,
800,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,12/13/2000,12/1/2000,30,15.4,5.63,7,,"NUT, DOCM, MIB/GEO, PHYT",,
801,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,12/13/2000,12/1/2000,35,15.4,4.92,,,"NUT, DOCM, MIB/GEO, PHYT",,
802,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,12/13/2000,12/1/2000,40,,,,,"NUT, MIB/GEO",,
803,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,12/13/2000,12/1/2000,45,,,,,,,
804,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/13/2000,12/1/2000,0,10.8,8.01,8.26,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
805,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/13/2000,12/1/2000,0,12.3,9.71,8.63,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
806,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/13/2000,12/1/2000,0,11.2,8.97,8.53,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
807,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/13/2000,12/1/2000,0,11.4,8.76,8.61,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
808,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/14/2000,12/1/2000,0,11.5,10.12,8.89,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
809,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/14/2000,12/1/2000,0,11.4,,6.74,,,,
810,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/14/2000,12/1/2000,0,11.1,10.3,8.74,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
811,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/14/2000,12/1/2000,0,11.9,,8.18,,"DOCM, MIB/GEO",,
812,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/14/2000,12/1/2000,0,,,,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
813,R19,Val Vista WTP treated water,srp,val vista-treated,12/14/2000,12/1/2000,0,,,,,"DOCM, MIB/GEO",,
814,R20,Verde River at Tangle (USGS),verde,verde abv horseshoe,12/30/2000,12/1/2000,0,,,,,"NUT, DOCM, MIB/GEO, PHYT",,
815,R21,AZ Canal - Central Ave (N. of Northern),srp,az canal @ central ave.,12/14/2000,12/1/2000,0,11.3,,8.3,,MIB/GEO,,
816,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/14/2000,12/1/2000,0,,,,,MIB/GEO,,
425,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/16/2000,5/1/2000,0,23,,8.46,,"NUT, DOCM, MIB/GEO, PHYT, PERI",,
426,R2A,Lake Pleasant integrated sample,cap,pleasant-0m,5/16/2000,5/1/2000,0,21.3,9.89,8.38,6.25,,,
427,R2-5,Lake Pleasant integrated sample,cap,pleasant-5m,5/16/2000,5/1/2000,5,21.1,9.5,8.39,,,,
428,R2-10,Lake Pleasant integrated sample,cap,pleasant-10m,5/16/2000,5/1/2000,10,19,9.94,8.29,,"NUT, DOCM, MIB/GEO, PHYT",,
429,R2-15,Lake Pleasant integrated sample,cap,pleasant-15m,5/16/2000,5/1/2000,15,15.2,9.27,8.02,,,,
430,R2-20,Lake Pleasant integrated sample,cap,pleasant-20m,5/16/2000,5/1/2000,20,13.8,8.48,7.02,,"NUT, DOCM, MIB/GEO, PHYT",,
