ID,site number,site location,cluster name,site acronym,date,month,UVAf (Al sorp),DOCf (Al sorp),SUVAf,% UVA Rem,% DOC Rem,CHCl3 (ug/L),CHBrCl2 (ug/L),CHClBr2 (ug/L),CHBr3 (ug/L),TTHM (ug/L),MCAA monochloroacetic acid (ug/L),MBAA monobromoacetic acid (ug/L),DCAA dichloroacetic acid (ug/L),TCAA trichloroacetic acid (ug/L),BCAA bromochloroacetic acid (ug/L),DBAA dibromoacetic acid (ug/L),BDCAA Bromodichloroacetic acid,CDBAA Chlorodibromacetic acid,TBAA Tribromoacetic acid,DiHAA,% DBA dibromopropionic acid (% recovery),THAA9 (ug/L),MCAA COP,MBAA COP,DCAA COP,TCAA COP,BCAA COP,DBAA COP,BDCAA COP,CDBAA COP,TBAA COP,DiHAA COP,THAA9 COP,% DBA COP,sample type,docq comments
204,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi",,"01/01/02 00:00:00",,,,,,4.5340000000000003e+01,3.1420000000000002e+01,1.3350000000000000e+01,0.0000000000000000e+00,9.0109999999999999e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
205,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo",,"01/01/02 00:00:00",,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
206,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett",,"01/01/02 00:00:00",,,,,,3.2090000000000003e+01,2.8219999999999999e+01,1.5440000000000000e+01,0.0000000000000000e+00,7.5750000000000000e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
207,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro",,"01/01/02 00:00:00",,,,,,3.8789999999999999e+01,5.0859999999999999e+01,4.1479999999999997e+01,2.3300000000000001e+00,1.3344999999999999e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
208,"R9A","Saguaro Lake near inlet","salt","saguaro-epi",,"01/01/02 00:00:00",,,,,,3.8420000000000002e+01,4.9689999999999998e+01,3.9740000000000002e+01,1.8200000000000001e+00,1.2968000000000001e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
209,"R9A-Dup","Saguaro Lake near inlet","salt","saguaro-epi",,"01/01/02 00:00:00",,,,,,3.5859999999999999e+01,4.4899999999999999e+01,3.6659999999999997e+01,2.3100000000000001e+00,1.1972000000000000e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
210,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo",,"01/01/02 00:00:00",,,,,,4.7359999999999999e+01,6.1259999999999998e+01,4.9710000000000001e+01,4.5000000000000000e+00,1.6283000000000001e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
211,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro",,"01/01/02 00:00:00",,,,,,4.5500000000000000e+01,6.2469999999999999e+01,5.4119999999999997e+01,6.9900000000000002e+00,1.6909000000000000e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
212,"R11","CAP Canal at Cross-connect","cap","cap @ x con",,"01/01/02 00:00:00",,,,,,4.1520000000000003e+01,3.8960000000000001e+01,2.1940000000000001e+01,0.0000000000000000e+00,1.0242000000000000e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
213,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow",,"01/01/02 00:00:00",,,,,,3.3359999999999999e+01,4.4630000000000003e+01,3.7090000000000003e+01,1.9600000000000000e+00,1.1703000000000000e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
214,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap",,"01/01/02 00:00:00",,,,,,3.9890000000000001e+01,5.5490000000000002e+01,4.9979999999999997e+01,7.8700000000000001e+00,1.5324000000000001e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
215,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak",,"01/01/02 00:00:00",,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
216,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated",,"01/01/02 00:00:00",,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
217,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley",,"01/01/02 00:00:00",,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
218,"R17","Deer Valley WTP treated water","srp","deer valley-treated",,"01/01/02 00:00:00",,,,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
219,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista",,"01/01/02 00:00:00",,,,,,3.8149999999999999e+01,6.1170000000000002e+01,5.8340000000000003e+01,1.6140000000000001e+01,1.7380000000000001e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
220,"R19","Val Vista WTP treated water","srp","val vista-treated",,"01/01/02 00:00:00",,,,,,3.4109999999999999e+01,2.9620000000000001e+01,2.8530000000000001e+01,2.6800000000000002e+00,9.4930000000000007e+01,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
221,"R20","Verde River at Tangle","verde","verde abv horseshoe",,"01/01/02 00:00:00",,,,,,1.4141999999999999e+02,3.6329999999999998e+01,4.7800000000000002e+00,0.0000000000000000e+00,1.8253000000000000e+02,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,
