ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),Field1,peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
4095,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/13/2006,3/13/2006,,,3.65,0.062,1.7,,,,,,,,
4096,R25,verde river at beeline highway,verde,verde @ beeline,3/13/2006,3/13/2006,,,5.01,0.0337,0.7,,,,,,,,
4097,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/13/2006,3/13/2006,,,3.54,0.111,3.1,,,,,,,,
4098,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/13/2006,3/13/2006,,,4.12,0.0898,2.2,,,,,,,,
4099,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/13/2006,3/13/2006,,,3.8,0.0711,1.9,,,,,,,,
4100,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/13/2006,3/13/2006,,,,,,,,,,,,,
4101,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/13/2006,3/13/2006,,,,,,,,,,,,,
4102,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/13/2006,3/13/2006,,,2.74,0.1005,3.7,,,,,,,,
4103,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/13/2006,3/13/2006,,,2.76,0.0588,2.1,,,,,,,,
4104,Green In,Greenway WTP Inlet,srp,Green In,3/13/2006,3/13/2006,,,4.01,0.0835,2.1,,,,,,,,
4105,Green Out,Greenway WTP Outlet,srp,Green Out,3/13/2006,3/13/2006,,,3.97,0.0403,1,,,,,,,,
4106,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/13/2006,3/13/2006,,,,,,,,,,,,,
4107,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/13/2006,3/13/2006,,,,,,,,,,,,,
4108,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/13/2006,3/13/2006,,,3.43,0.0591,1.7,,,,,,,,
4109,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/13/2006,3/13/2006,,,3.34,0.0572,1.7,,,,,,,,
4110,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/13/2006,3/13/2006,,,5.42,0.0749,1.4,,,,,,,,
4111,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/13/2006,3/13/2006,,,5.43,0.0689,1.3,,,,,,,,
4112,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/13/2006,3/13/2006,,,3.66,0.1223,3.3,,,,,,,,
4113,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/13/2006,3/13/2006,,,3.69,0.113,3.1,,,,,,,,
4114,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/13/2006,3/13/2006,,,3.68,0.1128,3.1,,,,,,,,
4115,R20,Verde River at Tangle,verde,verde abv horseshoe,3/13/2006,3/13/2006,,,6.02,0.0156,0.3,,,,,,,,
4116,Havasu 1,Havasu lake Sample,,Havasu 1,3/13/2006,3/13/2006,,,3.3,0.0358,1.1,,,,,,,,
4117,Havasu 2,Havasu lake Sample,,Havasu 2,3/13/2006,3/13/2006,,,,,,,,,,,,,
4118,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,3/13/2006,3/13/2006,,,,,,,,,,,,,
4119,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/13/2006,3/13/2006,,,3.33,0.0968,2.9,,,,,,,,
4120,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/13/2006,3/13/2006,,,3.71,0.0948,2.6,,,,,,,,
4121,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/13/2006,3/13/2006,,,3.99,0.0798,2,,,,,,,,
4122,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/13/2006,3/13/2006,,,3.92,0.0798,2,,,,,,,,
4123,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/13/2006,3/13/2006,,,,,,,,,,,,,
4124,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/13/2006,3/13/2006,,,,,,,,,,,,,
4125,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/13/2006,3/13/2006,,,,,,,,,,,,,
4126,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/13/2006,3/13/2006,,,,,,,,,,,,,
4127,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/13/2006,3/13/2006,,,,,,,,,,,,,
4128,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,3/13/2006,3/13/2006,,,,,,,,,,,,,
4129,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,3/13/2006,3/13/2006,,,,,,,,,,,,,
4130,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,3/13/2006,3/13/2006,,,,,,,,,,,,,
4131,R3,Waddell Canal,cap,waddell canal,4/10/2006,4/10/2006,,,2.48,0.0314,1.3,,,,,,,,
4132,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/10/2006,4/10/2006,,,2.54,0.0289,1.1,,,,,,,,
4133,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/10/2006,4/10/2006,,,2.31,0.0151,0.7,,,,,,,,
4134,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/10/2006,4/10/2006,,,2.5,0.0267,1.1,,,,,,,,
4135,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/10/2006,4/10/2006,,,4.44,0.0953,2.1,,,,,,,,
4136,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/10/2006,4/10/2006,,,4.52,0.0932,2.1,,,,,,,,
4137,R19,Val Vista WTP treated water,srp,val vista-treated,4/10/2006,4/10/2006,,,3.26,0.0451,1.4,,,,,,,,
4138,,Val Vista West WTP treated water,srp,val vista west-treated,4/10/2006,4/10/2006,,,3.26,0.0369,1.1,,,,,,,,
4139,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/10/2006,4/10/2006,,,4.59,0.0941,2,,,,,,,,
4140,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/10/2006,4/10/2006,,,4.46,0.0956,2.1,,,,,,,,
4141,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/10/2006,4/10/2006,,,4.34,0.0577,1.3,,,,,,,,
4142,R25,verde river at beeline highway,verde,verde @ beeline,4/10/2006,4/10/2006,,,1.79,0.032,1.8,,,,,,,,
4143,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/10/2006,4/10/2006,,,4.92,0.1002,2,,,,,,,,
4144,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/10/2006,4/10/2006,,,4.55,0.0916,2,,,,,,,,
4145,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/10/2006,4/10/2006,,,4.26,0.0825,1.9,,,,,,,,
4146,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/10/2006,4/10/2006,,,,,,,,,,,,,
4147,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/10/2006,4/10/2006,,,,,,,,,,,,,
4148,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/10/2006,4/10/2006,,,4.74,0.0874,1.8,,,,,,,,
4149,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/10/2006,4/10/2006,,,3.19,0.0402,1.3,,,,,,,,
4150,Green In,Greenway WTP Inlet,srp,Green In,4/10/2006,4/10/2006,,,4.56,0.087,1.9,,,,,,,,
4151,Green Out,Greenway WTP Outlet,srp,Green Out,4/10/2006,4/10/2006,,,4.05,0.0314,0.8,,,,,,,,
4152,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/10/2006,4/10/2006,,,,,,,,,,,,,
4153,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/10/2006,4/10/2006,,,,,,,,,,,,,
4154,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/10/2006,4/10/2006,,,3.28,0.0461,1.4,,,,,,,,
4155,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/10/2006,4/10/2006,,,3.31,0.0479,1.4,,,,,,,,
4156,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/10/2006,4/10/2006,,,2.42,0.0436,1.8,,,,,,,,
4157,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/10/2006,4/10/2006,,,2.64,0.0543,2.1,,,,,,,,
4158,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/10/2006,4/10/2006,,,5.56,0.1004,1.8,,,,,,,,
4534,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/5/2006,12/5/2006,,,2.23,0.054,2.4,,,,,,,,
4535,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/5/2006,12/5/2006,,,2.24,0.055,2.5,,,,,,,,
4536,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/5/2006,12/5/2006,,,2.12,0.055,2.6,,,,,,,,
4537,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/5/2006,12/5/2006,,,,,,,,,,,,,
4538,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/5/2006,12/5/2006,,,,,,,,,,,,,
4539,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/5/2006,12/5/2006,,,,,,,,,,,,,
4540,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/5/2006,12/5/2006,,,,,,,,,,,,,
4541,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/5/2006,12/5/2006,,,,,,,,,,,,,
4542,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/5/2006,12/5/2006,,,,,,,,,,,,,
4543,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/5/2006,12/5/2006,,,,,,,,,,,,,
4544,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/5/2006,12/5/2006,,,,,,,,,,,,,
4545,R3,Waddell Canal,cap,waddell canal,1/8/2007,1/8/2007,,,2.67,0.037,1.4,,,,,,,,
4546,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/8/2007,1/8/2007,,,2.55,0.038,1.5,,,,,,,,
4547,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/8/2007,1/8/2007,,,2.34,0.023,1,,,,,,,,
4548,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/8/2007,1/8/2007,,,,,,,,,,,,,
4549,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/8/2007,1/8/2007,,,1.7,0.049,2.9,,,,,,,,
4550,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/8/2007,1/8/2007,,,1.74,0.048,2.8,,,,,,,,
4551,R19,Val Vista WTP treated water,srp,val vista-treated,1/8/2007,1/8/2007,,,1.49,0.023,1.5,,,,,,,,
4552,,Val Vista West WTP treated water,srp,val vista west-treated,1/8/2007,1/8/2007,,,1.44,0.019,1.3,,,,,,,,
4553,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/8/2007,1/8/2007,,,1.76,0.049,2.8,,,,,,,,
4554,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/8/2007,1/8/2007,,,1.79,0.049,2.8,,,,,,,,
4555,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/8/2007,1/8/2007,,,1.65,0.037,2.2,,,,,,,,
4556,R25,verde river at beeline highway,verde,verde @ beeline,1/8/2007,1/8/2007,,,1.75,0.049,2.8,,,,,,,,
4557,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/8/2007,1/8/2007,,,3.64,0.08,2.2,,,,,,,,
4558,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/8/2007,1/8/2007,,,1.94,0.05,2.6,,,,,,,,
4559,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/8/2007,1/8/2007,,,,,,,,,,,,,
4560,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/8/2007,1/8/2007,,,,,,,,,,,,,
4561,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/8/2007,1/8/2007,,,,,,,,,,,,,
4562,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/8/2007,1/8/2007,,,,,,,,,,,,,
4563,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/8/2007,1/8/2007,,,,,,,,,,,,,
4564,Green In,Greenway WTP Inlet,srp,Green In,1/8/2007,1/8/2007,,,,,,,,,,,,,
4565,Green Out,Greenway WTP Outlet,srp,Green Out,1/8/2007,1/8/2007,,,,,,,,,,,,,
4566,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/8/2007,1/8/2007,,,,,,,,,,,,,
4567,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/8/2007,1/8/2007,,,,,,,,,,,,,
4568,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/8/2007,1/8/2007,,,3.03,0.048,1.6,,,,,,,,
4569,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/8/2007,1/8/2007,,,3.22,0.048,1.5,,,,,,,,
4570,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/8/2007,1/8/2007,,,2.39,0.055,2.3,,,,,,,,
4571,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/8/2007,1/8/2007,,,2.42,0.056,2.3,,,,,,,,
4572,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/8/2007,1/8/2007,,,5,0.106,2.1,,,,,,,,
4573,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/8/2007,1/8/2007,,,5.39,0.109,2,,,,,,,,
4574,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/8/2007,1/8/2007,,,5.6,0.109,1.9,,,,,,,,
4575,R20,Verde River at Tangle,verde,verde abv horseshoe,1/8/2007,1/8/2007,,,0.78,0.017,2.2,,,,,,,,
4576,Havasu 1,Havasu lake Sample,,Havasu 1,1/8/2007,1/8/2007,,,2.6,0.037,1.4,,,,,,,,
4577,Havasu 2,Havasu lake Sample,,Havasu 2,1/8/2007,1/8/2007,,,,,,,,,,,,,
4578,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,1/8/2007,1/8/2007,,,,,,,,,,,,,
4579,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/8/2007,1/8/2007,,,2.09,0.056,2.7,,,,,,,,
4580,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/8/2007,1/8/2007,,,1.99,0.055,2.8,,,,,,,,
4581,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/8/2007,1/8/2007,,,2.03,0.051,2.5,,,,,,,,
4582,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/8/2007,1/8/2007,,,1.92,0.052,2.7,,,,,,,,
4583,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/8/2007,1/8/2007,,,,,,,,,,,,,
4584,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/8/2007,1/8/2007,,,,,,,,,,,,,
4585,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/8/2007,1/8/2007,,,,,,,,,,,,,
4586,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/8/2007,1/8/2007,,,,,,,,,,,,,
4587,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/8/2007,1/8/2007,,,,,,,,,,,,,
4588,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/8/2007,1/8/2007,,,,,,,,,,,,,
4589,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/8/2007,1/8/2007,,,,,,,,,,,,,
4590,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/8/2007,1/8/2007,,,,,,,,,,,,,
4591,R3,Waddell Canal,cap,waddell canal,2/5/2007,2/5/2007,,,2.67,0.038,1.4,,,,,,,,
4592,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/5/2007,2/5/2007,,,2.67,0.039,1.5,,,,,,,,
4593,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/5/2007,2/5/2007,,,2.49,0.023,0.9,,,,,,,,
4594,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/5/2007,2/5/2007,,,3.09,0.04,1.3,,,,,,,,
4595,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/5/2007,2/5/2007,,,1.9,0.051,2.7,,,,,,,,
4596,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/5/2007,2/5/2007,,,1.63,0.041,2.5,,,,,,,,
4597,R19,Val Vista WTP treated water,srp,val vista-treated,2/5/2007,2/5/2007,,,1.34,0.021,1.5,,,,,,,,
4598,,Val Vista West WTP treated water,srp,val vista west-treated,2/5/2007,2/5/2007,,,1.33,0.018,1.4,,,,,,,,
4599,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/5/2007,2/5/2007,,,1.68,0.045,2.7,,,,,,,,
4600,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/5/2007,2/5/2007,,,1.5,0.04,2.7,,,,,,,,
4601,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/5/2007,2/5/2007,,,1.5,0.033,2.2,,,,,,,,
4602,R25,verde river at beeline highway,verde,verde @ beeline,2/5/2007,2/5/2007,,,1.72,0.045,2.6,,,,,,,,
4603,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/5/2007,2/5/2007,,,3.75,0.079,2.1,,,,,,,,
4604,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/5/2007,2/5/2007,,,3.75,0.043,2.6,,,,,,,,
4605,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/5/2007,2/5/2007,,,2.05,0.045,2.2,,,,,,,,
4606,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/5/2007,2/5/2007,,,,,,,,,,,,,
4607,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/5/2007,2/5/2007,,,,,,,,,,,,,
4608,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/5/2007,2/5/2007,,,,,,,,,,,,,
4609,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/5/2007,2/5/2007,,,,,,,,,,,,,
4610,Green In,Greenway WTP Inlet,srp,Green In,2/5/2007,2/5/2007,,,,,,,,,,,,,
4611,Green Out,Greenway WTP Outlet,srp,Green Out,2/5/2007,2/5/2007,,,,,,,,,,,,,
4612,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/5/2007,2/5/2007,,,,,,,,,,,,,
4613,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/5/2007,2/5/2007,,,,,,,,,,,,,
4614,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/5/2007,2/5/2007,,,2.99,0.047,1.6,,,,,,,,
4615,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/5/2007,2/5/2007,,,3.14,0.047,1.5,,,,,,,,
4616,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/5/2007,2/5/2007,,,2.06,0.055,2.7,,,,,,,,
4617,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/5/2007,2/5/2007,,,2.14,0.053,2.5,,,,,,,,
4618,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/5/2007,2/5/2007,,,5.01,0.107,2.1,,,,,,,,
4619,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/5/2007,2/5/2007,,,4.89,0.103,2.1,,,,,,,,
4620,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/5/2007,2/5/2007,,,5.02,0.107,2.1,,,,,,,,
4621,R20,Verde River at Tangle,verde,verde abv horseshoe,2/5/2007,2/5/2007,,,,,,,,,,,,,
4622,Havasu 1,Havasu lake Sample,,Havasu 1,2/5/2007,2/5/2007,,,2.57,0.04,1.6,,,,,,,,
4623,Havasu 2,Havasu lake Sample,,Havasu 2,2/5/2007,2/5/2007,,,,,,,,,,,,,
4624,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,2/5/2007,2/5/2007,,,,,,,,,,,,,
4625,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/5/2007,2/5/2007,,,4.68,0.129,2.8,,,,,,,,
4626,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/5/2007,2/5/2007,,,3.35,0.066,2,,,,,,,,
4627,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/5/2007,2/5/2007,,,2.21,0.045,2,,,,,,,,
4628,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/5/2007,2/5/2007,,,2.56,0.037,1.4,,,,,,,,
4629,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/5/2007,2/5/2007,,,,,,,,,,,,,
4630,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/5/2007,2/5/2007,,,,,,,,,,,,,
4631,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2/5/2007,2/5/2007,,,,,,,,,,,,,
4632,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/5/2007,2/5/2007,,,,,,,,,,,,,
4633,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/5/2007,2/5/2007,,,,,,,,,,,,,
4634,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/5/2007,2/5/2007,,,,,,,,,,,,,
4635,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2/5/2007,2/5/2007,,,,,,,,,,,,,
4636,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2/5/2007,2/5/2007,,,,,,,,,,,,,
4637,R3,Waddell Canal,cap,waddell canal,3/12/2007,3/12/2007,,,2.57,0.039,1.5,,,,,,,,
4638,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/12/2007,3/12/2007,,,2.55,0.039,1.5,,,,,,,,
4639,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/12/2007,3/12/2007,,,2.23,0.023,1,,,,,,,,
4640,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/12/2007,3/12/2007,,,2.95,0.039,1.3,,,,,,,,
4641,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/12/2007,3/12/2007,,,3.76,0.087,2.3,,,,,,,,
4642,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/12/2007,3/12/2007,,,3.33,0.071,1.5,,,,,,,,
4643,R19,Val Vista WTP treated water,srp,val vista-treated,3/12/2007,3/12/2007,,,,,,,,,,,,,
4644,,Val Vista West WTP treated water,srp,val vista west-treated,3/12/2007,3/12/2007,,,2.65,0.031,1.2,,,,,,,,
4645,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/12/2007,3/12/2007,,,0.9,0.011,1.2,,,,,,,,
4646,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/12/2007,3/12/2007,,,0.53,0.006,1.2,,,,,,,,
4647,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/12/2007,3/12/2007,,,0.5,0.006,1.3,,,,,,,,
4648,R25,verde river at beeline highway,verde,verde @ beeline,3/12/2007,3/12/2007,,,1.63,0.045,2.8,,,,,,,,
4649,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/12/2007,3/12/2007,,,4.75,0.1,2.1,,,,,,,,
4650,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/12/2007,3/12/2007,,,3.92,0.085,2.2,,,,,,,,
4651,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/12/2007,3/12/2007,,,3.25,0.061,1.9,,,,,,,,
4652,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/12/2007,3/12/2007,,,3.67,0.075,2.1,,,,,,,,
4653,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/12/2007,3/12/2007,,,2.5,0.038,1.5,,,,,,,,
4654,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/12/2007,3/12/2007,,,3.39,0.068,2,,,,,,,,
4655,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/12/2007,3/12/2007,,,2.55,0.04,1.6,,,,,,,,
4656,Green In,Greenway WTP Inlet,srp,Green In,3/12/2007,3/12/2007,,,2.81,0.051,1.8,,,,,,,,
4657,Green Out,Greenway WTP Outlet,srp,Green Out,3/12/2007,3/12/2007,,,2.05,0.018,0.9,,,,,,,,
4658,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/12/2007,3/12/2007,,,,,,,,,,,,,
4659,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/12/2007,3/12/2007,,,,,,,,,,,,,
4660,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/12/2007,3/12/2007,,,3.01,0.042,1.4,,,,,,,,
4661,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/12/2007,3/12/2007,,,3.04,0.044,1.4,,,,,,,,
4662,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/12/2007,3/12/2007,,,1.88,0.043,2.3,,,,,,,,
4663,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/12/2007,3/12/2007,,,1.85,0.046,2.5,,,,,,,,
4664,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/12/2007,3/12/2007,,,4.97,0.105,2.1,,,,,,,,
4665,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/12/2007,3/12/2007,,,4.84,0.103,2.1,,,,,,,,
4666,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/12/2007,3/12/2007,,,4.95,0.103,2.1,,,,,,,,
4667,R20,Verde River at Tangle,verde,verde abv horseshoe,3/12/2007,3/12/2007,,,1.06,0.024,2.3,,,,,,,,
4668,Havasu 1,Havasu lake Sample,,Havasu 1,3/12/2007,3/12/2007,,,2.61,0.036,1.4,,,,,,,,
4669,Havasu 2,Havasu lake Sample,,Havasu 2,3/12/2007,3/12/2007,,,,,,,,,,,,,
4670,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,3/12/2007,3/12/2007,,,,,,,,,,,,,
4671,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/12/2007,3/12/2007,,,3.47,0.064,1.8,,,,,,,,
4672,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/12/2007,3/12/2007,,,3.41,0.065,1.9,,,,,,,,
4673,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/12/2007,3/12/2007,,,3.4,0.062,1.8,,,,,,,,
4674,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/12/2007,3/12/2007,,,3.35,0.062,1.9,,,,,,,,
4675,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/12/2007,3/12/2007,,,,,,,,,,,,,
4676,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/12/2007,3/12/2007,,,,,,,,,,,,,
4677,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/12/2007,3/12/2007,,,,,,,,,,,,,
4678,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/12/2007,3/12/2007,,,,,,,,,,,,,
4679,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/12/2007,3/12/2007,,,,,,,,,,,,,
